slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
33654,2/7/2020 21:02,1.80E+14,misc_pos,317979,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20-11-74,2b3457513548b1e5a520df2647265bde,43.71443,-90.779282,0
33655,2/7/2020 21:03,4.94E+15,kids_pets,521280,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,7/11/1990,3f7dcf2a27fa9847b6e08acbd914683b,25.457537,-99.123942,1
33656,2/7/2020 21:03,5.54E+15,misc_pos,553806,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,4/4/1985,264f7a02bfc73346c8be76d5a5331fb8,42.290953,-72.059649,0
33657,2/7/2020 21:03,3.76E+14,home,450000,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,15-12-43,cd23b87e8452a818077097984de721d6,31.026632,-97.255742,0
33658,2/7/2020 21:03,4.65E+18,home,390960,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,29-04-87,c41a95b442086da4e0756277bd7e917d,35.817294,-81.231241,1
33659,2/7/2020 21:04,3.57E+15,food_dining,114682.5,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-98,7570c1d29c2b374ec44a4ef0c18df82d,41.568705,-74.508936,0
33660,2/7/2020 21:04,5.00E+15,shopping_pos,855000,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,13-06-83,e4db85442b62d35fb509cb5b74e410db,41.830325,-124.139215,0
33661,2/7/2020 21:05,6.76E+11,shopping_net,251280,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,31-12-72,4645d76fb368fde13e90682a95d410d9,39.379677,-93.887946,0
33662,2/7/2020 21:05,4.39E+12,kids_pets,1155226.5,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,20-05-82,4659bd15f1ada081f9ff6911748d1421,39.00092,-95.90246,1
33663,2/7/2020 21:05,3.59E+15,shopping_pos,225000,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,25-07-87,8be75119c8d8b53f9667e622e5b18c04,29.477592,-81.130727,0
33664,2/7/2020 21:06,3.58E+15,kids_pets,1105083,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17-07-89,cfe5418ab021a8b7215914d1dffd3f79,37.928828,-92.919264,0
33665,2/7/2020 21:07,3.56E+15,kids_pets,331920,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,26-01-31,7c5cf5a61b8470df0f33d4db0257cffe,31.944829,-94.767273,1
33666,2/7/2020 21:07,6.39E+11,health_fitness,126000,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,5/6/1991,3e9fddb2f3d44f30e0a88c9a79f9544f,43.624474,-75.457759,0
33667,2/7/2020 21:09,3.53E+15,food_dining,630000,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,15-01-78,88306a7ef48640a6502f9b0c30c83951,44.971576,-109.293019,0
33668,2/7/2020 21:09,3.59E+15,shopping_net,95940,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-84,c0232d12b3df2d0b6560dc875955c8cf,40.667495,-77.643521,0
33669,2/7/2020 21:09,2.25E+15,misc_pos,265536,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,26-03-76,6b781fb106ecc170dc78862c725a24d9,38.053663,-76.526425,1
33670,2/7/2020 21:10,3.57E+15,home,1350000,Steven,Castaneda,M,46809 Toni Flat Suite 216,Lamy,NM,87540,35.4311,-105.9409,923,Public relations account executive,22-06-64,13fdf3dac3386ecd5c68da33dcc75f6c,34.76404,-105.882971,0
33671,2/7/2020 21:11,6.01E+15,food_dining,225000,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,8/2/1983,42a269e1c37c64e5e579867efc48db3c,34.811835,-77.856208,0
33672,2/7/2020 21:11,3.54E+15,kids_pets,381528,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,19-09-39,b5069b751d5d830fa2defbb0a28ef4c8,37.094205,-76.976785,1
33673,2/7/2020 21:12,3.60E+15,entertainment,437818.5,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,27-05-73,5f4badf36c7afe5cf25cb8ce1a8af311,40.460263,-77.420622,0
33674,2/7/2020 21:13,3.76E+14,kids_pets,225000,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28-03-86,cd6b84c851394523b0d27e68b4698830,38.954955,-78.555581,0
33675,2/7/2020 21:13,4.09E+18,shopping_pos,675000,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,14-10-83,a3a0a3886cc1fa2d1981d575502146fc,33.228364,-95.201391,0
33676,2/7/2020 21:15,3.58E+15,shopping_net,180000,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",30-09-78,3d080840681b1746db3d4a38d9dea763,34.909558,-106.661049,1
33677,2/7/2020 21:15,3.73E+14,kids_pets,328581,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-00,e6346d6090b1ce99dc6e2d3fb548e083,47.608352,-93.549718,0
33678,2/7/2020 21:16,3.56E+15,kids_pets,456273,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28-03-57,0b60f449e8e149e6a442cb54dc7fdc7f,34.574598,-111.607186,0
33679,2/7/2020 21:17,3.55E+15,travel,450000,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,13-04-65,0f454eb34f17c5d21ce9694088779ce2,34.516435,-84.131017,0
33680,2/7/2020 21:18,3.76E+14,travel,675000,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23-12-74,7da5cd7584042869730e3e1e566348d4,38.872482,-94.231567,1
33681,2/7/2020 21:19,4.91E+18,health_fitness,585000,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13-02-87,5ec0d441266d5e6c378fe9973ecf079b,25.291115,-81.711879,0
33682,2/7/2020 21:19,1.80E+14,kids_pets,247500,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,21-03-88,2e5c1a3e193f7fca32dfb2999df65fbd,43.050426,-84.116861,0
33683,2/7/2020 21:21,3.01E+13,personal_care,830709,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",6/1/2042,6206b14ec480c90a60f4d5deb55d4d6f,48.17456,-96.471353,0
33684,2/7/2020 21:22,4.44E+12,health_fitness,1019610,Karen,Cooper,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,"Pharmacist, hospital",1/3/1960,05e8461be2b2b622f40047ba98da9506,32.362041,-116.355743,1
33685,2/7/2020 21:22,4.84E+15,shopping_pos,170640,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,791ed97b16dc4cc2f4eaf85ae74efde1,45.689594,-85.93288,0
33686,2/7/2020 21:23,4.10E+15,misc_pos,675000,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,5f44b6e0e02b951d640bf689d260ba2a,37.5254,-77.973259,0
33687,2/7/2020 21:24,3.59E+15,misc_pos,986274,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-84,45c87b4f17b0ff0d6b5b287865c71abb,39.791109,-78.52918,0
33688,2/7/2020 21:24,3.52E+15,food_dining,152820,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,25-04-90,68a009eebf0e47b0c8e7965679b34696,40.631547,-87.875418,1
33689,2/7/2020 21:25,1.80E+14,home,1506816,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19-07-74,5f894a3e7f776d3f79681d6d7d99c91f,40.537939,-74.353696,0
33690,2/7/2020 21:26,4.68E+12,health_fitness,1113840,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1/7/1972,3d7242f347a8c3034fb47adf98d44094,29.659274,-92.003184,0
33691,2/7/2020 21:27,6.76E+11,travel,542133,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,18-07-87,38df13f0b407bdf557a01e8bcd21c14c,40.263891,-98.968796,0
33692,2/7/2020 21:27,4.71E+15,travel,450000,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",8/9/2038,d144b2c0753b2e1c7292007705a80995,36.806321,-91.136002,1
33693,2/7/2020 21:27,6.01E+15,home,1288350,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-88,87a830bb5de55c626bbd14d0f9225dfd,41.495877,-82.106942,0
33694,2/7/2020 21:28,6.51E+15,entertainment,746280,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24-08-46,0d32dbe09adda11b85f2b485ed4451a3,38.851234,-115.530754,0
33695,2/7/2020 21:28,6.54E+15,misc_pos,888840,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",23-03-77,4ffdeab2a9bb25dbb5b8524ee9ba5863,35.985938,-91.610422,0
33696,2/7/2020 21:30,4.59E+15,home,1246500,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,12/4/1976,4b2e7a93a162a14574b136d9f465a147,44.273211,-69.19616,1
33697,2/7/2020 21:30,3.53E+15,kids_pets,942300,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,13-08-90,1356d144548f9fcceee962581d6a60ec,47.14237,-87.015303,0
33698,2/7/2020 21:30,5.10E+15,food_dining,180000,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,8/7/1978,bb10d6064017682183bb7d2db05b1197,41.413779,-72.61726,0
33699,2/7/2020 21:31,4.86E+18,food_dining,1040463,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16-12-77,c54bd0c06652c042d381bff01c42e425,31.194499,-90.192256,1
33700,2/7/2020 21:31,3.02E+13,personal_care,848745,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,2/1/1976,5234221ad8f33a5dd1302340a234acfa,30.940935,-98.160565,0
33701,2/7/2020 21:31,6.59E+15,shopping_net,545040,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",7/10/1994,a43e3dc156103431829478c02f5b0885,31.383312,-87.06534,0
33702,2/7/2020 21:31,3.04E+13,health_fitness,263686.5,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1/10/2028,32acd3c9529630d46041def9ed0cc8dc,42.439725,-123.885962,1
33703,2/7/2020 21:32,6.54E+15,entertainment,778968,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-97,7f5754ac81c6bffac3bb816957f9c84b,40.617807,-79.939218,0
33704,2/7/2020 21:33,6.01E+15,entertainment,717003,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",4/10/1991,904f702444f22c9b72685388a2272780,37.06411,-122.457253,0
33705,2/7/2020 21:34,3.50E+15,personal_care,148365,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30-11-48,d9178e8104b83bf32dd80569f5a0fd7c,31.413874,-94.627911,0
33706,2/7/2020 21:36,3.76E+14,home,1824480,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,6/4/1973,9e0ddfa850de3bb1f335102a2b095e4d,42.64606,-72.145866,1
33707,2/7/2020 21:36,3.74E+14,shopping_pos,549882,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,c56b9526395f0137df2d4575f33dfdc1,31.802556,-97.555224,0
33708,2/7/2020 21:36,3.57E+15,entertainment,497520,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-98,04036d735280495832b068df2b1fd588,41.820129,-72.819374,0
33709,2/7/2020 21:37,3.58E+15,kids_pets,855000,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-70,0161266cdd9e9cf2e0c61afe0e9115c8,35.656088,-99.830734,1
33710,2/7/2020 21:37,3.42E+14,health_fitness,1350000,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,28-05-59,929cee1350c13b8f0a58c8bf76480531,38.399964,-93.87065,0
33711,2/7/2020 21:37,2.13E+14,food_dining,584766,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-82,80d81c8891bfb14c9718e11cf9077739,34.932695,-117.735262,0
33712,2/7/2020 21:37,2.23E+15,kids_pets,519633,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16-01-60,0f5caa921bba7f56cac63378c9ae388f,34.177104,-89.761123,0
33713,2/7/2020 21:37,3.52E+15,kids_pets,254700,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,99d2a8696dd66da042b397ce2c91c340,39.749966,-85.230389,0
33714,2/7/2020 21:38,4.17E+15,food_dining,315000,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15-02-72,9a99636ea8d412c6a511a636f11610c8,40.062874,-76.081048,1
33715,2/7/2020 21:40,4.40E+18,personal_care,314100,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",15-09-80,eac23b01006bc1a936a906821c9cac05,41.228822,-97.872511,0
33716,2/7/2020 21:40,3.85E+13,entertainment,953460,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,14-05-89,74cedb959a858dafc02bb537610ad825,35.773213,-82.244605,0
33717,2/7/2020 21:40,4.78E+15,travel,337500,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24-04-87,5aa2b2a077de585f71e7c01ab232aa40,39.358122,-74.650296,0
33718,2/7/2020 21:40,4.49E+15,shopping_net,728460,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,31-03-86,01f16eb380963402fb2c2483435ab25f,28.581487,-80.996211,1
33719,2/7/2020 21:40,6.76E+11,home,315000,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,14-06-60,26ad4d5f6716d8068dc4c36a5d0d273d,27.280224,-80.994788,0
33720,2/7/2020 21:41,6.01E+15,personal_care,754740,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-88,2afe4f0ec5807dca4f75670e2a11faee,40.356773,-80.865444,0
33721,2/7/2020 21:41,2.13E+14,travel,710892,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,9/2/1963,206764b4af0759cdaf5238f1f669f4f4,34.015859,-85.317668,0
33722,2/7/2020 21:42,6.54E+15,travel,270000,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22-09-97,49774d5e1b96269dae552a08106438bb,41.427363,-81.161217,1
33723,2/7/2020 21:43,3.51E+15,entertainment,450000,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1/4/1973,ed0d1f68e3017fa8a8be1b7b14579782,35.700361,-86.204256,0
33724,2/7/2020 21:43,5.04E+11,health_fitness,269550,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28-12-75,5ca52ae2aa6a043532a12a3e8a9c99af,29.416711,-97.807365,1
33725,2/7/2020 21:43,4.54E+18,entertainment,755190,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-72,a2cd32da6bf4cfeb7a8c23a8a7f1e8ff,35.880621,-106.134349,0
33726,2/7/2020 21:45,2.25E+15,shopping_pos,1071909,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19-08-91,19b7a300cb262d0304f8ffd4bf8d0601,44.900446,-91.10221,0
33727,2/7/2020 21:45,4.91E+15,shopping_net,855000,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24-07-92,56889cc74813f9c8f76381ad9c81295a,32.574694,-96.676537,1
33728,2/7/2020 21:45,3.02E+13,entertainment,1035832.5,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23-03-77,ae5d1d1c836df62c41353d9dcfda571f,33.585914,-96.741247,0
33729,2/7/2020 21:46,2.13E+14,personal_care,239850,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10/2/1982,865597690d5828b84a3ebd6dcbefea29,38.538608,-87.084939,1
33730,2/7/2020 21:46,4.10E+18,food_dining,1078200,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,13-06-87,747114f8a4c9cb6ecf00afd3b0e3a09a,33.276306,-98.236547,0
33731,2/7/2020 21:46,2.29E+15,home,1006920,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19-03-68,c45eeccb0cd4fa123c25b466bfc9d9ff,33.556529,-80.606853,0
33732,2/7/2020 21:47,5.00E+15,shopping_net,2156400,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,6/8/1971,212934ab61abb496f66d9784b32da402,45.154928,-93.632268,0
33733,2/7/2020 21:48,6.76E+11,travel,277969.5,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",6/2/2037,294a5fe7fd22e4f460d109f3a643aa46,45.580645,-122.844992,0
33734,2/7/2020 21:48,2.24E+15,entertainment,417024,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/4/1996,cb0f5f3b41235523f69a1d907818162c,39.053024,-85.513154,1
33735,2/7/2020 21:50,4.98E+12,home,180000,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,3/4/2046,9331f1a7eb97c6966c6c088b794090b1,39.165165,-80.219063,0
33736,2/7/2020 21:51,4.87E+15,health_fitness,781920,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/3/1974,ebf2c1c40fd4e23222942e7df5c6ba48,48.193336,-121.349366,0
33737,2/7/2020 21:51,4.03E+15,travel,630000,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,20-03-49,063b04a90dcd2132fba9fb848a7401b4,40.71858,-79.887451,1
33738,2/7/2020 21:52,3.71E+14,travel,610335,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",29-01-52,5d48612902b2893eebc95418530237fc,33.815649,-102.030895,0
33739,2/7/2020 21:52,4.19E+15,personal_care,432990,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,3/10/1992,c2957c02ec64ee8a1fb65b24f4bf2a3e,39.362075,-82.033009,0
33740,2/7/2020 21:53,4.48E+15,kids_pets,536917.5,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30-08-46,03c2efc0b1e2e75268533324d8b4bd9e,38.495816,-82.895982,0
33741,2/7/2020 21:53,4.16E+15,personal_care,159264,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-73,cd9c64eff18e8ea5343a20b983dc2c51,40.620336,-80.06178,0
33742,2/7/2020 21:53,3.59E+15,personal_care,142200,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29-06-35,698f24c5adfb879d42c97eee085558ac,44.733715,-93.515802,1
33743,2/7/2020 21:54,5.54E+15,home,592560,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,4/4/1985,f03f44608cdad2be5e234e5951bceda8,43.132112,-70.205249,0
33744,2/7/2020 21:55,6.01E+15,kids_pets,152820,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,29-11-81,43292a816c7c37d81ed5a5904d6b3e99,47.174804,-119.051769,1
33745,2/7/2020 21:57,2.45E+15,shopping_pos,540000,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,22-02-87,dd62abafcfdc1fe081c2c57b14920987,44.768432,-93.590494,0
33746,2/7/2020 21:57,4.48E+12,entertainment,521280,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",21-01-79,612a0e3a05a97a507051f5329741da96,35.065011,-85.471528,0
33747,2/7/2020 21:58,3.54E+15,home,298512,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,27-01-87,f3de9f5ba53fef9872d84407faa22d0b,43.549037,-92.805078,1
33748,2/7/2020 21:58,3.53E+15,kids_pets,436032,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13-09-40,669103d8540e93e8f3c250076ce1a866,40.776043,-98.667893,0
33749,2/7/2020 21:59,3.58E+15,health_fitness,592560,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-70,37f5530aeca954075fdaaa174dfa605d,35.006752,-98.604535,1
33750,2/7/2020 21:59,6.01E+15,kids_pets,163201.5,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14-10-73,66d9cb8c66d990e533d49af7e4427a6d,43.087238,-72.512444,0
33751,2/7/2020 22:00,3.56E+15,food_dining,490495.5,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,15-09-69,3916ba098f03e31acd8a3f8a7563785d,31.029709,-102.962535,1
33752,2/7/2020 22:01,2.22E+15,entertainment,640080,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",3/1/1972,0f07ca9a55cd8fa5e36fa676e0e163da,39.337685,-89.332346,1
33753,2/7/2020 22:01,6.60E+15,health_fitness,900000,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/9/1969,48897042cdddf6f9c2cd563abc710e31,39.736008,-74.9233,0
33754,2/7/2020 22:01,3.52E+15,kids_pets,152820,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20-11-70,fddafb37082bedfba22f41f93c936404,32.122836,-86.103257,1
33755,2/7/2020 22:03,4.68E+15,food_dining,900000,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,12/8/1977,fb3413b382a93c2c0b81e2c57be08ee7,39.257754,-81.215914,0
33756,2/7/2020 22:03,4.99E+12,entertainment,808650,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,17-03-37,d8f6cff0c064f66e7f4081876d5c4cd1,42.220676,-73.361035,1
33757,2/7/2020 22:05,4.93E+15,kids_pets,900000,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,7/6/1977,5dedf294c67a4362d86640fe0ed9e591,36.776954,-92.259375,0
33758,2/7/2020 22:05,6.51E+15,home,254700,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24-08-46,9675f85368aeadb2092c4ca76e992a4b,39.627364,-114.53376,0
33759,2/7/2020 22:05,4.45E+15,shopping_pos,675000,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30-07-80,07dd8548ee0e0e215e12f3ed164c68e5,35.435096,-102.150556,0
33760,2/7/2020 22:06,3.60E+15,shopping_pos,493497,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21-10-70,2947bca576f09063e5ad8c811ca1058e,41.669524,-73.964808,1
